assembly_accession	assembly_level	assembly_submitter	assembly_refseq_category	species_taxid	species_scientific_name	biosample_lat	biosample_lon	biosample_collection_country	is_species_name_binomial	has_biosample_coordinates	has_submitter
GCA_058218955.1	Chromosome	Lanzhou university	reference genome	145231	Acanthochlamys bracteata			China	true	false	true
GCA_019914995.1	Chromosome	Institute Of Botany, The Chinese Academy of Sciences		145231	Acanthochlamys bracteata			China	true	false	true
GCA_002109545.1	Scaffold	King Abdullah University of Science and technology		80966	Acanthochromis polyacanthus	-18.38	146.29	Australia	true	true	true
GCA_021347895.1	Chromosome	King Abdullah University of Science and Technology	reference genome	80966	Acanthochromis polyacanthus	-18.38	146.29	Australia	true	true	true
GCA_049174695.1	Scaffold	Iridian Genomes	reference genome	1677044	Acanthocleithron chapini			Democratic Republic of the Congo	true	false	true
GCA_031841125.1	Chromosome	Institute of Zoology, Chinese Academy of Sciences	reference genome	2838189	Acanthococcus lagerstroemiae	40.005743	116.3849827	China	true	true	true
GCA_964033665.1	Scaffold	Thuenen-Institute of Fisheries Ecology	reference genome	13323	Acanthocybium solandri			Cape Verde	true	false	true
GCA_060496835.1	Chromosome	Weifang University	reference genome	267130	Acanthogobius hasta	37.03	119.16	China	true	true	true
GCA_054877735.1	Scaffold	Iridian Genomes	reference genome	557403	Acantholiparis opercularis				true	false	true
GCA_044905885.1	Contig	Chinese Academy of Forestry	reference genome	222798	Acantholyda posticalis	37.28	106.27	China	true	true	true
GCA_048543515.1	Scaffold	GAGA	reference genome	602937	Acanthomyrmex ferox			Malaysia	true	false	true
GCA_984807925.1	Chromosome	Genoscope	reference genome	1129383	Acanthonyx lunulatus	43.16948483	5.39431346	Mediterranean Sea	true	true	true
GCA_984807945.1	Chromosome	Genoscope CEA		1129383	Acanthonyx lunulatus	43.16948483	5.39431346	Mediterranean Sea	true	true	true
GCA_013436515.1	Chromosome	South China Sea Fisheries Research Institute		8177	Acanthopagrus latus				true	false	true
GCA_020080195.1	Chromosome	Sun Yat-sen University		8177	Acanthopagrus latus				true	false	true
GCA_056149525.1	Complete Genome	Shenzhen University		8177	Acanthopagrus latus			China	true	false	true
GCA_058130895.1	Complete Genome	Guangdong Ocean University		8177	Acanthopagrus latus			China	true	false	true
GCA_904848175.1	Scaffold	SC		8177	Acanthopagrus latus				true	false	true
GCA_904848185.1	Chromosome	SC	reference genome	8177	Acanthopagrus latus				true	false	true
GCA_041753875.1	Complete Genome	ShenZhen University	reference genome	72011	Acanthopagrus schlegelii			China	true	false	true
GCA_054083455.1	Chromosome	South China Sea Fisheries Research Institute		72011	Acanthopagrus schlegelii			China	true	false	true
GCA_043090175.1	Scaffold	Iridian Genomes	reference genome	385024	Acanthophora spicifera				true	false	true
GCA_977063515.1	Chromosome	Genoscope	reference genome	167016	Acanthopleura gemmata	-22.30373	166.45932	Pacific Ocean	true	true	true
GCA_016165875.1	Scaffold	University of Alabama	reference genome	61363	Acanthopleura granulata	25.024825	-80.49310555	USA	true	true	true
GCA_976225475.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	1869391	Acanthopsyche atra	65.1478	25.8383	Finland	true	true	true
GCA_976225355.1	Scaffold	WELLCOME SANGER INSTITUTE		1869391	Acanthopsyche atra	65.1478	25.8383	Finland	true	true	true
GCA_036785705.1	Contig	The University of Sydney	reference genome	720576	Acanthornis magna			Australia	true	false	true
GCA_058970975.1	Chromosome	Chinese Academy of Sciences	reference genome	200917	Acanthoscelides obtectus			China	true	false	true
GCA_933228535.1	Contig	Evolutionary Biology Centre		200917	Acanthoscelides obtectus				true	false	true
GCA_963669975.1	Scaffold	Evolutionary Biology Centre		200917	Acanthoscelides obtectus			Serbia	true	false	true
GCA_000661875.1	Scaffold	BGI	reference genome	575412	Acanthoscurria geniculata			Brazil	true	false	true
GCA_964036315.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	31210	Acanthosepion esculentum			Japan	true	false	true
GCA_964036305.1	Contig	WELLCOME SANGER INSTITUTE		31210	Acanthosepion esculentum			Japan	true	false	true
GCA_963932145.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	296134	Acanthosepion lycidas			Japan	true	false	true
GCA_963932155.1	Scaffold	WELLCOME SANGER INSTITUTE		296134	Acanthosepion lycidas			Japan	true	false	true
GCA_903632075.3	Contig	NINGBO UNIVERSITY	reference genome	158019	Acanthosepion pharaonis			China	true	false	true
GCA_930367205.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	483950	Acanthosoma haemorrhoidale	51.772	-1.336	United Kingdom	true	true	true
GCA_930374635.1	Scaffold	WELLCOME SANGER INSTITUTE		483950	Acanthosoma haemorrhoidale	51.772	-1.336	United Kingdom	true	true	true
GCA_053541955.1	Contig	Okinawa Institute of Science and Technology OIST	reference genome	187525	Acanthotermes acanthothorax			Cameroon	true	false	true
GCA_964256675.1	Scaffold	Spribille Lab	reference genome	2569847	Acanthothecis fontana	34.97797	-85.81031	USA	true	true	true
GCA_055796265.1	Chromosome	The George Washington University	reference genome	51758	Acanthurus chirurgus			USA	true	false	true
GCA_055796255.1	Chromosome	The George Washington University		51758	Acanthurus chirurgus			USA	true	false	true
GCA_977062895.1	Chromosome	Genoscope	reference genome	157585	Acanthurus coeruleus	15.88386983	-61.57655416	Atlantic Ocean	true	true	true
GCA_029814675.1	Scaffold	Iridian Genomes		157585	Acanthurus coeruleus				true	false	true
GCA_029814705.1	Scaffold	Iridian Genomes	reference genome	2609487	Acanthurus grammoptilus				true	false	true
GCA_029814765.1	Scaffold	Iridian Genomes	reference genome	1828454	Acanthurus leucopareius				true	false	true
GCA_029814665.1	Scaffold	Iridian Genomes	reference genome	483362	Acanthurus lineatus				true	false	true
GCA_029814725.1	Scaffold	Iridian Genomes	reference genome	753644	Acanthurus nigricauda				true	false	true
GCA_029823135.1	Scaffold	Iridian Genomes	reference genome	1567455	Acanthurus reversus				true	false	true
GCA_029783805.1	Scaffold	Iridian Genomes	reference genome	586769	Acanthurus tennentii				true	false	true
GCA_980438365.1	Chromosome	Genoscope	reference genome	1316013	Acanthurus tractus	15.88386982	-61.57655416	Atlantic Ocean	true	true	true
GCA_029783725.1	Scaffold	Iridian Genomes		1316013	Acanthurus tractus				true	false	true
GCA_051821015.1	Chromosome	National Science and Technology Development Agency	reference genome	241842	Acanthus ebracteatus			Thailand	true	false	true
GCA_056507735.1	Scaffold	National Science and Technology Development Agency	reference genome	328098	Acanthus ilicifolius			Thailand	true	false	true
GCA_059628105.1	Chromosome	National Science and Technology Development Agency	reference genome	3383851	Acanthus tetraploideus			Thailand	true	false	true
GCA_051820995.1	Chromosome	National Science and Technology Development Agency	reference genome	1605258	Acanthus volubilis			Thailand	true	false	true
GCA_023170135.1	Scaffold	Center for Environmental Biology and Ecosystem Studies, National Institute for Environmental Studies	reference genome	478375	Acarapis woodi			Japan	true	false	true
GCA_003144295.1	Scaffold	DOE Joint Genome Institute	reference genome	215250	Acaromyces ingoldii				true	false	true
GCA_022814355.1	Scaffold	University of Graz		2871812	Acarospora aff. strigata	52.789926	-112.707968	Canada	false	true	true
GCA_964256185.1	Scaffold	Spribille Lab		2871812	Acarospora aff. strigata	52.789926	-112.707968	Canada	false	true	true
GCA_025617375.2	Scaffold	UCLA	reference genome	1307805	Acarospora socialis	33.778278	-115.932556	USA	true	true	true
GCA_964255005.1	Scaffold	Spribille Lab		2841863	Acarospora sp. Tripp_6053_NY-2858381	35.483511	-83.814758	USA	false	true	true
GCA_053477335.1	Chromosome	Melissa Pespeni	reference genome	136180	Acartia tonsa	41.320725	-72.001643	USA	true	true	true
GCA_900241095.1	Scaffold	ROSKILDE UNIVERSITY		136180	Acartia tonsa				true	false	true
GCA_965285885.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	934820	Acasis viretata	51.772	-1.338	United Kingdom	true	true	true
GCA_965285845.1	Scaffold	WELLCOME SANGER INSTITUTE		934820	Acasis viretata	51.772	-1.338	United Kingdom	true	true	true
GCA_004114255.1	Scaffold	University of Michigan	reference genome	1172177	Acaulopage tetraceros	33.087807	-87.632033	USA	true	true	true
GCA_910592055.1	Contig	UPPSALA UNIVERISTY	reference genome	27376	Acaulospora colombiana	4.61	-74.45	Colombia	true	true	true
GCA_910591835.1	Contig	UPPSALA UNIVERISTY	reference genome	94023	Acaulospora morrowiae	3.51	-76.36	Colombia	true	true	true
GCA_034782255.1	Scaffold	Iridian Genomes	reference genome	387787	Accipiter badius				true	false	true
GCA_027479145.1	Scaffold	Iridian Genomes	reference genome	518695	Accipiter cirrocephalus				true	false	true
GCA_024222105.1	Scaffold	Iridian Genomes	reference genome	261198	Accipiter cooperii				true	false	true
GCA_027497835.1	Scaffold	Iridian Genomes	reference genome	387793	Accipiter erythropus				true	false	true
GCA_027475485.1	Scaffold	Iridian Genomes	reference genome	387794	Accipiter fasciatus				true	false	true
GCA_034782455.1	Scaffold	Iridian Genomes	reference genome	387795	Accipiter francesiae				true	false	true
GCA_046127185.1	Chromosome	Nanjing Normal University	reference genome	258530	Accipiter gularis			China	true	false	true
GCA_043388435.1	Chromosome	xiamen university		258530	Accipiter gularis			China	true	false	true
GCA_024363185.1	Scaffold	Iridian Genomes	reference genome	2868207	Accipiter hiogaster				true	false	true
GCA_034781315.1	Scaffold	Iridian Genomes	reference genome	993370	Accipiter madagascariensis				true	false	true
GCA_027497775.1	Scaffold	Iridian Genomes	reference genome	387799	Accipiter melanochlamys				true	false	true
GCA_027479025.1	Scaffold	Iridian Genomes	reference genome	387800	Accipiter melanoleucus				true	false	true
GCA_032274405.1	Scaffold	Iridian Genomes	reference genome	2571053	Accipiter meyerianus				true	false	true
GCA_034781495.1	Scaffold	Iridian Genomes	reference genome	993371	Accipiter minullus				true	false	true
GCA_978019815.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	211598	Accipiter nisus	52.38	-0.01	United Kingdom	true	true	true
GCA_004320145.1	Scaffold	Environmental Genomics Office, Center for Enviromental Biology and Ecosystem Studies, National Institute for Environmental Studies		211598	Accipiter nisus			Japan	true	false	true
GCA_027497715.1	Scaffold	Iridian Genomes		211598	Accipiter nisus				true	false	true
GCA_978019825.1	Chromosome	WELLCOME SANGER INSTITUTE		211598	Accipiter nisus	52.38	-0.01	United Kingdom	true	true	true
GCA_027479285.1	Scaffold	Iridian Genomes	reference genome	387801	Accipiter novaehollandiae				true	false	true
GCA_034782535.1	Scaffold	Iridian Genomes	reference genome	2911133	Accipiter rhodogaster				true	false	true
GCA_028567095.1	Scaffold	Iridian Genomes	reference genome	2219150	Accipiter rufitorques				true	false	true
GCA_025308975.1	Scaffold	Iridian Genomes	reference genome	518696	Accipiter rufiventris				true	false	true
GCA_025727755.1	Scaffold	Iridian Genomes	reference genome	387806	Accipiter soloensis				true	false	true
GCA_027497855.1	Scaffold	Iridian Genomes	reference genome	56330	Accipiter striatus				true	false	true
GCA_027559655.1	Scaffold	Iridian Genomes	reference genome	56255	Accipiter superciliosus				true	false	true
GCA_025728005.1	Scaffold	Iridian Genomes	reference genome	387810	Accipiter virgatus				true	false	true
GCA_943193645.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	1666818	Acentria ephemerella	51.772	-1.338	United Kingdom	true	true	true
GCA_943193655.1	Contig	WELLCOME SANGER INSTITUTE		1666818	Acentria ephemerella	51.772	-1.338	United Kingdom	true	true	true
GCA_014904845.1	Scaffold	DOE Joint Genome Institute	reference genome	886606	Acephala macrosclerotiorum				true	false	true
GCA_954870605.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	66205	Acer campestre	51.4469	-0.2989	United Kingdom	true	true	true
GCA_954871055.1	Scaffold	WELLCOME SANGER INSTITUTE		66205	Acer campestre	51.4469	-0.2989	United Kingdom	true	true	true
GCA_985198385.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	168566	Acer monspessulanum	55.96330304	-3.20603698	United Kingdom	true	true	true
GCA_985198375.1	Scaffold	WELLCOME SANGER INSTITUTE		168566	Acer monspessulanum	55.96330304	-3.20603698	United Kingdom	true	true	true
GCA_035582765.1	Chromosome	University of Connecticut	reference genome	4023	Acer negundo			USA	true	false	true
GCA_025594385.1	Chromosome	University of Connecticut		4023	Acer negundo			USA	true	false	true
GCA_984577415.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	4026	Acer pseudoplatanus	51.4467	-0.3112	United Kingdom	true	true	true
GCA_984577345.1	Scaffold	WELLCOME SANGER INSTITUTE		4026	Acer pseudoplatanus	51.4467	-0.3112	United Kingdom	true	true	true
GCA_030490815.1	Chromosome	University of Connecticut	reference genome	4024	Acer saccharum			USA	true	false	true
GCA_030979865.1	Chromosome	University of Connecticut		4024	Acer saccharum			USA	true	false	true
GCA_053477345.1	Chromosome	Shandong Academy of Agricultural Sciences	reference genome	47965	Acer truncatum			China	true	false	true
GCA_053477355.1	Chromosome	Shandong Academy of Agricultural Sciences		47965	Acer truncatum			China	true	false	true
GCA_976991395.1	Scaffold	Shandong Academy of Agricultural Sciences		47965	Acer truncatum			China	true	false	true
GCA_008009225.1	Chromosome	Ori-Gene Co. Ltd.	reference genome	1000413	Acer yangbiense			China	true	false	true
GCA_979321995.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	2886814	Acericerus heydenii	51.772	-1.338	United Kingdom	true	true	true
GCA_979322485.1	Scaffold	WELLCOME SANGER INSTITUTE		2886814	Acericerus heydenii	51.772	-1.338	United Kingdom	true	true	true
GCA_034509495.1	Chromosome	BGI Research	reference genome	639287	Acestrorhynchus altus			China	true	false	true
GCA_051994075.1	Scaffold	Fish10K		639287	Acestrorhynchus altus				true	false	true
GCA_963931725.1	Scaffold	University of Oslo	reference genome	35845	Acetabularia acetabulum			Norway	true	false	true
GCA_963930945.1	Scaffold	University of Oslo		35845	Acetabularia acetabulum			Norway	true	false	true
GCA_963931735.1	Scaffold	University of Oslo		35845	Acetabularia acetabulum			Norway	true	false	true
GCA_963982455.1	Scaffold	University of Oslo		35845	Acetabularia acetabulum			Norway	true	false	true
GCA_963982565.1	Scaffold	University of Oslo		35845	Acetabularia acetabulum			Norway	true	false	true
GCA_963982595.1	Scaffold	University of Oslo		35845	Acetabularia acetabulum			Norway	true	false	true
GCA_055383915.1	Contig	University of Hyderabad	reference genome	378752	Achaea janata	17.46	78.335	India	true	true	true
GCA_031001845.1	Contig	Biology Institute	reference genome	1934374	Achaetomiella virescens			China	true	false	true
GCA_033296875.1	Scaffold	DOE Joint Genome Institute	reference genome	79813	Achaetomium macrosporum			Japan	true	false	true
GCA_977930425.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	493638	Achaius oratorius	51.772	-1.338	United Kingdom	true	true	true
GCA_054136115.1	Chromosome	Institue of Oceanology, Chinese Academy of Science	reference genome	3167535	Acharax haimaensis			China	true	false	true
GCA_054131465.1	Chromosome	Institue of Oceanology, Chinese Academy of Science		3167535	Acharax haimaensis			China	true	false	true
GCA_009760885.1	Chromosome	Agricultural Genomics Institute at Shenzhen	reference genome	2605667	Achatina immaculata			China	true	false	true
GCA_048595565.1	Scaffold	Animal Ecology Lab. Zoology Biological Sciences, KYOTO_SC	reference genome	80782	Acheilognathus longipinnis			Japan	true	false	true
GCA_041274885.1	Chromosome	SUN YAT-SEN UNIVERSITY	reference genome	2871086	Achelura yunnanensis			China	true	false	true
GCA_031308135.1	Scaffold	USDA ARS Center for Grain and Animal Health Research	reference genome	6997	Acheta domesticus			USA	true	false	true
GCA_014858955.1	Contig	Naresuan University		6997	Acheta domesticus			Thailand	true	false	true
GCA_984799115.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	1155244	Achillea maritima	53.36943	-6.270554	Ireland	true	true	true
GCA_984799125.1	Chromosome	WELLCOME SANGER INSTITUTE		1155244	Achillea maritima	53.36943	-6.270554	Ireland	true	true	true
GCA_059910685.1	Contig	Canada's national platform for genome sequencing and analysis	reference genome	1120086	Achillea millefolium subsp. borealis	49.678833	-112.858889	Canada	false	true	true
GCA_059910645.1	Contig	Canada's national platform for genome sequencing and analysis		1120086	Achillea millefolium subsp. borealis	49.678833	-112.858889	Canada	false	true	true
GCA_982375345.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	133233	Achillea ptarmica	56.02347	-2.8572379	United Kingdom	true	true	true
GCA_982375265.1	Scaffold	WELLCOME SANGER INSTITUTE		133233	Achillea ptarmica	56.02347	-2.8572379	United Kingdom	true	true	true
GCA_000988765.1	Scaffold	University of Lausanne	reference genome	229769	Achipteria coleoptrata	51.53	9.96	Germany	true	true	true
GCA_034683705.1	Contig	LOEWE Centre for Translational Biodiversity Genomics		229769	Achipteria coleoptrata				true	false	true
